course_title,skills,rating,review_count,level,duration,skills_list,filtered_representative_skills,skill__Transform,skill__Big Data,skill__Strategy,skill__Customer Analysis,skill__Business Analysis,skill__Finance,skill__User Experience,skill__Network Architecture,skill__Reinforcement Learning,skill__DevOps,skill__Network Security,skill__Cloud Computing,skill__Computer Programming,skill__Leadership and Management,skill__Computer Programming Tools,skill__Sales,skill__Communication,skill__Marketing,skill__Critical Thinking,skill__Human Resources,skill__Data Management,skill__Organizational Development,skill__Data Visualization,skill__Human Learning,skill__Data Analysis,has_rep
Diseño de Experiencia del Usuario (UX) de Google,"{"" User Experience"","" User Experience Design"","" Research and Design"","" Visual Design"","" Communication"","" Design and Product"","" Persona Research"","" Product Design"","" User Research"","" Adaptability"","" Graphic Design"","" Collaboration"","" Leadership and Management"","" Mobile Development"","" Planning"","" Web Design"","" Audit""}",4.9,3200.0,Beginner , 3 - 6 Months,"['User Experience', 'User Experience Design', 'Research and Design', 'Visual Design', 'Communication', 'Design and Product', 'Persona Research', 'Product Design', 'User Research', 'Adaptability', 'Graphic Design', 'Collaboration', 'Leadership and Management', 'Mobile Development', 'Planning', 'Web Design', 'Audit']","['User Experience', 'Communication', 'Leadership and Management']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True
Preparing for Google Cloud Certification: Cloud Network Engineer,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Engineering"","" Cloud Infrastructure"","" Computer Networking"","" Cloud Applications"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Cloud-Based Integration"","" Network Architecture"","" Network Model"","" Network Security"","" Software-Defined Networking"","" Google App Engine"","" Security Strategy"","" Kubernetes"","" Leadership and Management""}",4.7,48200.0,Intermediate , 3 - 6 Months,"['Cloud Computing', 'Google Cloud Platform', 'Cloud Platforms', 'Cloud Engineering', 'Cloud Infrastructure', 'Computer Networking', 'Cloud Applications', 'Other Cloud Platforms and Tools', 'Cloud Management', 'Cloud Storage', 'Cloud-Based Integration', 'Network Architecture', 'Network Model', 'Network Security', 'Software-Defined Networking', 'Google App Engine', 'Security Strategy', 'Kubernetes', 'Leadership and Management']","['Cloud Computing', 'Network Architecture', 'Network Security', 'Leadership and Management']",0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Security in Google Cloud,"{"" Google Cloud Platform"","" Cloud Computing"","" Cloud Platforms"","" Cloud Infrastructure"","" Cloud Management"","" Security Engineering"","" System Security"","" Cloud Applications"","" Cloud Engineering"","" Computer Security Models"","" Other Cloud Platforms and Tools"","" Cloud Storage"","" Network Security"","" Security Software"","" Security Strategy"","" Software Security"","" Cloud-Based Integration"","" Google App Engine"","" Kubernetes""}",4.7,48000.0,Intermediate , 3 - 6 Months,"['Google Cloud Platform', 'Cloud Computing', 'Cloud Platforms', 'Cloud Infrastructure', 'Cloud Management', 'Security Engineering', 'System Security', 'Cloud Applications', 'Cloud Engineering', 'Computer Security Models', 'Other Cloud Platforms and Tools', 'Cloud Storage', 'Network Security', 'Security Software', 'Security Strategy', 'Software Security', 'Cloud-Based Integration', 'Google App Engine', 'Kubernetes']","['Cloud Computing', 'Network Security']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Networking in Google Cloud,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Engineering"","" Cloud Infrastructure"","" Computer Networking"","" Cloud Applications"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Cloud-Based Integration"","" Network Architecture"","" Network Model"","" Network Security"","" Software-Defined Networking"","" Google App Engine"","" Security Strategy"","" Kubernetes"","" Leadership and Management""}",4.7,48200.0,Intermediate , 3 - 6 Months,"['Cloud Computing', 'Google Cloud Platform', 'Cloud Platforms', 'Cloud Engineering', 'Cloud Infrastructure', 'Computer Networking', 'Cloud Applications', 'Other Cloud Platforms and Tools', 'Cloud Management', 'Cloud Storage', 'Cloud-Based Integration', 'Network Architecture', 'Network Model', 'Network Security', 'Software-Defined Networking', 'Google App Engine', 'Security Strategy', 'Kubernetes', 'Leadership and Management']","['Cloud Computing', 'Network Architecture', 'Network Security', 'Leadership and Management']",0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Security Analyst Fundamentals,"{"" Security Strategy"","" Computer Security Incident Management"","" Python Programming"","" Cyberattacks"","" DevOps"","" Mobile Security"","" Software Security"","" System Software"","" Computer Programming"","" Leadership and Management""}",4.7,3600.0,Beginner , 3 - 6 Months,"['Security Strategy', 'Computer Security Incident Management', 'Python Programming', 'Cyberattacks', 'DevOps', 'Mobile Security', 'Software Security', 'System Software', 'Computer Programming', 'Leadership and Management']","['DevOps', 'Computer Programming', 'Leadership and Management']",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True
Introduction to Statistics,"{"" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Critical Thinking"","" Basic Descriptive Statistics"","" Data Analysis"","" Statistical Tests"","" Mathematics"","" Problem Solving"","" Statistical Visualization""}",4.6,2600.0,Beginner , 1 - 3 Months,"['General Statistics', 'Probability & Statistics', 'Statistical Analysis', 'Critical Thinking', 'Basic Descriptive Statistics', 'Data Analysis', 'Statistical Tests', 'Mathematics', 'Problem Solving', 'Statistical Visualization']","['Critical Thinking', 'Data Analysis']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True
Introduction to Data Analytics,"{"" Data Analysis"","" Databases"","" Python Programming"","" SQL"","" Data Management"","" Data Mining"","" Data Science"","" NoSQL"","" R Programming"","" Microsoft Excel""}",4.8,13500.0,Beginner , 1 - 3 Months,"['Data Analysis', 'Databases', 'Python Programming', 'SQL', 'Data Management', 'Data Mining', 'Data Science', 'NoSQL', 'R Programming', 'Microsoft Excel']","['Data Analysis', 'Data Management']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,True
Introduction to Generative AI,"{"" Artificial Neural Networks"","" Deep Learning"","" Machine Learning""}",4.6,1900.0,Beginner , 1 - 4 Weeks,"['Artificial Neural Networks', 'Deep Learning', 'Machine Learning']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Data Engineering, Big Data, and Machine Learning on GCP","{"" Google Cloud Platform"","" Cloud Computing"","" Cloud Platforms"","" Big Data"","" Data Analysis"","" Data Management"","" Applied Machine Learning"","" Data Warehousing"","" Machine Learning"","" SQL"","" Cloud Storage"","" Data Architecture"","" Human Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Algorithms"","" Cloud Applications"","" Cloud Infrastructure"","" Databases"","" Distributed Computing Architecture"","" Other Cloud Platforms and Tools"","" Apache"","" Python Programming"","" Feature Engineering"","" Statistical Programming"","" Tensorflow""}",4.6,17900.0,Intermediate , 3 - 6 Months,"['Google Cloud Platform', 'Cloud Computing', 'Cloud Platforms', 'Big Data', 'Data Analysis', 'Data Management', 'Applied Machine Learning', 'Data Warehousing', 'Machine Learning', 'SQL', 'Cloud Storage', 'Data Architecture', 'Human Learning', 'Machine Learning Algorithms', 'Machine Learning Software', 'Algorithms', 'Cloud Applications', 'Cloud Infrastructure', 'Databases', 'Distributed Computing Architecture', 'Other Cloud Platforms and Tools', 'Apache', 'Python Programming', 'Feature Engineering', 'Statistical Programming', 'Tensorflow']","['Cloud Computing', 'Big Data', 'Data Analysis', 'Data Management', 'Human Learning']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,True
Arizona State University TESOL,"{"" Human Learning"","" Strategy"","" Planning"","" Writing"","" Mergers & Acquisitions""}",4.9,18100.0,Beginner , 3 - 6 Months,"['Human Learning', 'Strategy', 'Planning', 'Writing', 'Mergers & Acquisitions']","['Human Learning', 'Strategy']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True
DevOps on AWS,"{"" Amazon Web Services"","" Cloud Computing"","" Continuous Integration"","" DevOps"","" Devops Tools"","" Continuous Delivery"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Management"","" Cloud Platforms"","" Cloud Standards"","" Software Testing"","" Software Engineering"","" Leadership and Management"","" Cloud Storage""}",4.8,4600.0,Intermediate , 1 - 3 Months,"['Amazon Web Services', 'Cloud Computing', 'Continuous Integration', 'DevOps', 'Devops Tools', 'Continuous Delivery', 'Cloud Applications', 'Cloud Infrastructure', 'Cloud Management', 'Cloud Platforms', 'Cloud Standards', 'Software Testing', 'Software Engineering', 'Leadership and Management', 'Cloud Storage']","['Cloud Computing', 'DevOps', 'Leadership and Management']",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Process Data from Dirty to Clean,"{"" Data Analysis"","" SQL"","" Spreadsheet Software"","" General Statistics"","" Databases"","" Extract"","" Transform"","" Load"","" Microsoft Excel""}",4.8,13300.0,Beginner , 1 - 3 Months,"['Data Analysis', 'SQL', 'Spreadsheet Software', 'General Statistics', 'Databases', 'Extract', 'Transform', 'Load', 'Microsoft Excel']","['Data Analysis', 'Transform']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
Agile Project Management,"{"" Agile Software Development"","" Software Engineering"","" Project Management"","" Scrum (Software Development)"","" Strategy and Operations"","" Collaboration"","" Leadership and Management"","" Communication"","" Entrepreneurship"","" Product Management"","" Influencing"","" Problem Solving""}",4.8,10400.0,Beginner , 1 - 4 Weeks,"['Agile Software Development', 'Software Engineering', 'Project Management', 'Scrum (Software Development)', 'Strategy and Operations', 'Collaboration', 'Leadership and Management', 'Communication', 'Entrepreneurship', 'Product Management', 'Influencing', 'Problem Solving']","['Leadership and Management', 'Communication']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True
Microsoft Azure Data Engineering Associate (DP-203),"{"" Data Management"","" Microsoft Azure"","" Extract"","" Transform"","" Load"","" Cloud Computing"","" Big Data"","" Data Warehousing"","" Cloud-Based Integration"","" Cloud Storage"","" Data Architecture"","" Cloud Engineering"","" Cloud Platforms"","" Databases"","" SQL"","" Data Analysis"","" Cloud Applications"","" Data Structures"","" Distributed Computing Architecture"","" Cloud Management"","" Warehouse Management"","" Leadership and Management"","" NoSQL"","" Apache"","" Continuous Integration"","" Operational Analysis"","" Python Programming""}",4.4,785.0,Intermediate , 3 - 6 Months,"['Data Management', 'Microsoft Azure', 'Extract', 'Transform', 'Load', 'Cloud Computing', 'Big Data', 'Data Warehousing', 'Cloud-Based Integration', 'Cloud Storage', 'Data Architecture', 'Cloud Engineering', 'Cloud Platforms', 'Databases', 'SQL', 'Data Analysis', 'Cloud Applications', 'Data Structures', 'Distributed Computing Architecture', 'Cloud Management', 'Warehouse Management', 'Leadership and Management', 'NoSQL', 'Apache', 'Continuous Integration', 'Operational Analysis', 'Python Programming']","['Data Management', 'Transform', 'Cloud Computing', 'Big Data', 'Data Analysis', 'Leadership and Management']",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,True
Operating Systems and You: Becoming a Power User,"{"" Linux"","" Leadership and Management"","" Operating Systems""}",4.7,26500.0,Beginner , 1 - 3 Months,"['Linux', 'Leadership and Management', 'Operating Systems']",['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Linear Algebra for Machine Learning and Data Science,"{"" Algebra"","" Linear Algebra"","" Mathematics"","" Python Programming"","" Critical Thinking"","" Dimensionality Reduction"","" Machine Learning Algorithms"","" Mathematical Theory & Analysis"","" Machine Learning""}",4.5,940.0,Beginner , 1 - 4 Weeks,"['Algebra', 'Linear Algebra', 'Mathematics', 'Python Programming', 'Critical Thinking', 'Dimensionality Reduction', 'Machine Learning Algorithms', 'Mathematical Theory & Analysis', 'Machine Learning']",['Critical Thinking'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
Generative AI Fundamentals,"{"" Machine Learning""}",4.6,12.0,Beginner , 1 - 3 Months,['Machine Learning'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
ChatGPT Advanced Data Analysis,"{"" Data Analysis""}",4.9,93.0,Beginner , 1 - 3 Months,['Data Analysis'],['Data Analysis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
Business Strategy,"{"" Strategy"","" Strategy and Operations"","" Leadership and Management"","" Entrepreneurship"","" Marketing"","" Sales"","" Market Analysis"","" Business Development"","" Business Analysis"","" Business Transformation"","" Finance"","" Investment Management"","" Planning"","" Product Strategy"","" Business Design"","" Decision Making"","" Research and Design""}",4.8,4000.0,Beginner , 3 - 6 Months,"['Strategy', 'Strategy and Operations', 'Leadership and Management', 'Entrepreneurship', 'Marketing', 'Sales', 'Market Analysis', 'Business Development', 'Business Analysis', 'Business Transformation', 'Finance', 'Investment Management', 'Planning', 'Product Strategy', 'Business Design', 'Decision Making', 'Research and Design']","['Strategy', 'Leadership and Management', 'Marketing', 'Sales', 'Business Analysis', 'Finance']",0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,True
Digital Marketing,"{"" Digital Marketing"","" Marketing"","" Market Analysis"","" Media Strategy & Planning"","" Social Media"","" Data Analysis"","" Market Research"","" Advertising"","" Communication"","" Customer Relationship Management"","" Strategy"","" Business Analysis"","" Data Visualization"","" Exploratory Data Analysis"","" Data Management"","" Brand Management"","" Marketing Management"","" Data Analysis Software"","" Decision Making"","" Marketing Design"","" Critical Thinking"","" Process Analysis"","" Business Communication"","" Business Intelligence"","" Business Transformation"","" Interactive Data Visualization"","" Collaboration"","" Innovation"","" Planning""}",4.7,22400.0,Beginner , 3 - 6 Months,"['Digital Marketing', 'Marketing', 'Market Analysis', 'Media Strategy & Planning', 'Social Media', 'Data Analysis', 'Market Research', 'Advertising', 'Communication', 'Customer Relationship Management', 'Strategy', 'Business Analysis', 'Data Visualization', 'Exploratory Data Analysis', 'Data Management', 'Brand Management', 'Marketing Management', 'Data Analysis Software', 'Decision Making', 'Marketing Design', 'Critical Thinking', 'Process Analysis', 'Business Communication', 'Business Intelligence', 'Business Transformation', 'Interactive Data Visualization', 'Collaboration', 'Innovation', 'Planning']","['Marketing', 'Data Analysis', 'Communication', 'Strategy', 'Business Analysis', 'Data Visualization', 'Data Management', 'Critical Thinking']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,True
"HTML, CSS, and Javascript for Web Developers","{"" Front-End Web Development"","" HTML and CSS"","" Javascript"","" Web Development""}",4.7,15900.0,Mixed , 1 - 3 Months,"['Front-End Web Development', 'HTML and CSS', 'Javascript', 'Web Development']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Entrepreneurship,"{"" Entrepreneurship"","" Strategy"","" Leadership and Management"","" Strategy and Operations"","" Planning"","" Business Development"","" Business Analysis"","" Entrepreneurial Finance"","" Innovation"","" Finance"","" Financial Management"","" Market Research"","" Business Design"","" Critical Thinking"","" Product Strategy"","" Business Psychology"","" Decision Making"","" Financial Accounting"","" Financial Analysis"","" Marketing"","" Accounting"","" Adaptability"","" User Research"","" Collaboration""}",4.8,5300.0,Beginner , 3 - 6 Months,"['Entrepreneurship', 'Strategy', 'Leadership and Management', 'Strategy and Operations', 'Planning', 'Business Development', 'Business Analysis', 'Entrepreneurial Finance', 'Innovation', 'Finance', 'Financial Management', 'Market Research', 'Business Design', 'Critical Thinking', 'Product Strategy', 'Business Psychology', 'Decision Making', 'Financial Accounting', 'Financial Analysis', 'Marketing', 'Accounting', 'Adaptability', 'User Research', 'Collaboration']","['Strategy', 'Leadership and Management', 'Business Analysis', 'Finance', 'Critical Thinking', 'Marketing']",0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,True
Search Engine Optimization (SEO),"{"" Marketing"","" Search Engine Optimization"","" Digital Marketing"","" Strategy"","" Social Media"","" User Experience"","" Customer Analysis"","" Media Strategy & Planning"","" User Research"","" Web Development"","" Market Analysis"","" Data Analysis"","" Market Research"","" Marketing Psychology"","" User Experience Design"","" Web Development Tools"","" Algorithms"","" Brand Management"","" Communication"","" Critical Thinking"","" Influencing"","" Audit"","" Marketing Design"","" Writing"","" Web Design""}",4.6,12100.0,Beginner , 3 - 6 Months,"['Marketing', 'Search Engine Optimization', 'Digital Marketing', 'Strategy', 'Social Media', 'User Experience', 'Customer Analysis', 'Media Strategy & Planning', 'User Research', 'Web Development', 'Market Analysis', 'Data Analysis', 'Market Research', 'Marketing Psychology', 'User Experience Design', 'Web Development Tools', 'Algorithms', 'Brand Management', 'Communication', 'Critical Thinking', 'Influencing', 'Audit', 'Marketing Design', 'Writing', 'Web Design']","['Marketing', 'Strategy', 'User Experience', 'Customer Analysis', 'Data Analysis', 'Communication', 'Critical Thinking']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,True
"Unsupervised Learning, Recommenders, Reinforcement Learning","{"" Algorithms"","" Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Human Learning"","" Deep Learning"","" Machine Learning Software"","" Mathematics"","" Reinforcement Learning"","" Statistical Machine Learning"","" Tensorflow""}",4.9,2000.0,Beginner , 1 - 4 Weeks,"['Algorithms', 'Machine Learning', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Human Learning', 'Deep Learning', 'Machine Learning Software', 'Mathematics', 'Reinforcement Learning', 'Statistical Machine Learning', 'Tensorflow']","['Human Learning', 'Reinforcement Learning']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True
"NoSQL, Big Data, and Spark Foundations","{"" Apache"","" Big Data"","" Data Management"","" Distributed Computing Architecture"","" Databases"","" NoSQL"","" Extract"","" Transform"","" Load"","" SQL"","" Cloud Computing"","" Data Model"","" Machine Learning"","" Data Architecture"","" Database Administration"","" Database Design"","" Cloud Applications"","" Cloud Storage"","" IBM Cloud"","" Kubernetes"","" Python Programming""}",4.4,452.0,Beginner , 3 - 6 Months,"['Apache', 'Big Data', 'Data Management', 'Distributed Computing Architecture', 'Databases', 'NoSQL', 'Extract', 'Transform', 'Load', 'SQL', 'Cloud Computing', 'Data Model', 'Machine Learning', 'Data Architecture', 'Database Administration', 'Database Design', 'Cloud Applications', 'Cloud Storage', 'IBM Cloud', 'Kubernetes', 'Python Programming']","['Big Data', 'Data Management', 'Transform', 'Cloud Computing']",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
"Python for Data Science, AI & Development","{"" Python Programming"","" Computer Programming"","" Data Analysis""}",4.6,34000.0,Beginner , 1 - 3 Months,"['Python Programming', 'Computer Programming', 'Data Analysis']","['Computer Programming', 'Data Analysis']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,True
AI Product Management,"{"" Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Probability & Statistics"","" Regression"","" Design and Product"","" Human Computer Interaction"","" Communication"","" Human Factors (Security)"","" Human Learning"","" User Experience"","" User Experience Design"","" Data Analysis"","" Data Mining"","" Deep Learning"","" Project Management"","" Algorithms"","" Data Science"","" Leadership and Management""}",4.7,350.0,Beginner , 3 - 6 Months,"['Machine Learning', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Probability & Statistics', 'Regression', 'Design and Product', 'Human Computer Interaction', 'Communication', 'Human Factors (Security)', 'Human Learning', 'User Experience', 'User Experience Design', 'Data Analysis', 'Data Mining', 'Deep Learning', 'Project Management', 'Algorithms', 'Data Science', 'Leadership and Management']","['Communication', 'Human Learning', 'User Experience', 'Data Analysis', 'Leadership and Management']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,True
Crash Course on Python,"{"" Computer Programming"","" Data Structures"","" Problem Solving"","" Python Programming""}",4.8,34500.0,Beginner , 1 - 3 Months,"['Computer Programming', 'Data Structures', 'Problem Solving', 'Python Programming']",['Computer Programming'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
Data Structures and Algorithms,"{"" Algorithms"","" Theoretical Computer Science"","" Computer Programming"","" Data Structures"","" Problem Solving"","" Mathematics"","" Computational Thinking"","" Computer Programming Tools"","" Computational Logic"","" Critical Thinking"","" Graph Theory"","" Programming Principles"","" Mathematical Theory & Analysis"","" C++ Programming"","" Algebra"","" Software Testing""}",4.6,16200.0,Intermediate , 3 - 6 Months,"['Algorithms', 'Theoretical Computer Science', 'Computer Programming', 'Data Structures', 'Problem Solving', 'Mathematics', 'Computational Thinking', 'Computer Programming Tools', 'Computational Logic', 'Critical Thinking', 'Graph Theory', 'Programming Principles', 'Mathematical Theory & Analysis', 'C++ Programming', 'Algebra', 'Software Testing']","['Computer Programming', 'Computer Programming Tools', 'Critical Thinking']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,True
Certified in Cybersecurity,"{"" Computer Security Incident Management"","" Risk Management"","" Leadership and Management"","" Network Security"","" Cryptography"","" Cyberattacks""}",4.8,382.0,Beginner , 3 - 6 Months,"['Computer Security Incident Management', 'Risk Management', 'Leadership and Management', 'Network Security', 'Cryptography', 'Cyberattacks']","['Leadership and Management', 'Network Security']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Data Science,"{"" R Programming"","" Data Analysis"","" Statistical Programming"","" Statistical Analysis"","" Computer Programming"","" Exploratory Data Analysis"","" General Statistics"","" Problem Solving"","" Probability & Statistics"","" Computer Programming Tools"","" Critical Thinking"","" Programming Principles"","" Statistical Tests"","" Data Management"","" Data Structures"","" Statistical Machine Learning"","" Basic Descriptive Statistics"","" Algorithms"","" Data Model"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Process Analysis"","" Correlation And Dependence"","" Data Visualization"","" Plot (Graphics)"","" Regression"","" Computer Graphics"","" Interactive Data Visualization"","" Applied Machine Learning"","" Big Data"","" Computational Thinking"","" Data Mining"","" Estimation"","" Extract"","" Transform"","" Load"","" Probability Distribution"","" Databases"","" Machine Learning Software"","" Communication"","" Computer Graphic Techniques"","" Knitr"","" Natural Language Processing"","" Visualization (Computer Graphics)"","" Product Development"","" Web Development""}",4.5,50300.0,Beginner , 3 - 6 Months,"['R Programming', 'Data Analysis', 'Statistical Programming', 'Statistical Analysis', 'Computer Programming', 'Exploratory Data Analysis', 'General Statistics', 'Problem Solving', 'Probability & Statistics', 'Computer Programming Tools', 'Critical Thinking', 'Programming Principles', 'Statistical Tests', 'Data Management', 'Data Structures', 'Statistical Machine Learning', 'Basic Descriptive Statistics', 'Algorithms', 'Data Model', 'Human Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Process Analysis', 'Correlation And Dependence', 'Data Visualization', 'Plot (Graphics)', 'Regression', 'Computer Graphics', 'Interactive Data Visualization', 'Applied Machine Learning', 'Big Data', 'Computational Thinking', 'Data Mining', 'Estimation', 'Extract', 'Transform', 'Load', 'Probability Distribution', 'Databases', 'Machine Learning Software', 'Communication', 'Computer Graphic Techniques', 'Knitr', 'Natural Language Processing', 'Visualization (Computer Graphics)', 'Product Development', 'Web Development']","['Data Analysis', 'Computer Programming', 'Computer Programming Tools', 'Critical Thinking', 'Data Management', 'Human Learning', 'Data Visualization', 'Big Data', 'Transform', 'Communication']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,True
Generative Adversarial Networks (GANs),"{"" Machine Learning"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Python Programming"","" Deep Learning"","" Machine Learning Software"","" Statistical Programming"","" Computer Vision"","" Computer Programming"","" Human Learning"","" General Statistics"","" Probability & Statistics"","" Problem Solving""}",4.7,2100.0,Intermediate , 1 - 3 Months,"['Machine Learning', 'Artificial Neural Networks', 'Machine Learning Algorithms', 'Python Programming', 'Deep Learning', 'Machine Learning Software', 'Statistical Programming', 'Computer Vision', 'Computer Programming', 'Human Learning', 'General Statistics', 'Probability & Statistics', 'Problem Solving']","['Computer Programming', 'Human Learning']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,True
"Assets, Threats, and Vulnerabilities","{"" Cryptography"","" Linux""}",4.8,1000.0,Beginner , 1 - 4 Weeks,"['Cryptography', 'Linux']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Genomic Data Science,"{"" Bioinformatics"","" Computer Programming"","" Data Analysis"","" Python Programming"","" Computational Thinking"","" General Statistics"","" Exploratory Data Analysis"","" R Programming"","" Data Analysis Software"","" Algorithms"","" Computer Programming Tools"","" Biostatistics"","" Statistical Analysis"","" Programming Principles"","" Probability & Statistics"","" Statistical Tests"","" Data Structures"","" Operating Systems"","" Research and Design"","" Big Data"","" Computational Logic"","" Problem Solving"","" Statistical Programming"","" Experiment"","" Correlation And Dependence""}",4.5,6100.0,Intermediate , 3 - 6 Months,"['Bioinformatics', 'Computer Programming', 'Data Analysis', 'Python Programming', 'Computational Thinking', 'General Statistics', 'Exploratory Data Analysis', 'R Programming', 'Data Analysis Software', 'Algorithms', 'Computer Programming Tools', 'Biostatistics', 'Statistical Analysis', 'Programming Principles', 'Probability & Statistics', 'Statistical Tests', 'Data Structures', 'Operating Systems', 'Research and Design', 'Big Data', 'Computational Logic', 'Problem Solving', 'Statistical Programming', 'Experiment', 'Correlation And Dependence']","['Computer Programming', 'Data Analysis', 'Computer Programming Tools', 'Big Data']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,True
Cybersécurité Google,"{"" Linux"","" SQL""}",4.7,33.0,Beginner , 3 - 6 Months,"['Linux', 'SQL']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
U.S. Federal Taxation,"{"" Taxes"","" Accounting"","" Financial Accounting"","" Finance"","" Critical Thinking"","" General Accounting"","" Regulations and Compliance"","" Financial Analysis"","" Corporate Accouting"","" Generally Accepted Accounting Principles (GAAP)"","" Problem Solving"","" Benefits""}",4.8,822.0,Intermediate , 3 - 6 Months,"['Taxes', 'Accounting', 'Financial Accounting', 'Finance', 'Critical Thinking', 'General Accounting', 'Regulations and Compliance', 'Financial Analysis', 'Corporate Accouting', 'Generally Accepted Accounting Principles (GAAP)', 'Problem Solving', 'Benefits']","['Finance', 'Critical Thinking']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
