course_title,skills,rating,review_count,level,duration,skills_list,filtered_representative_skills,skill__Transform,skill__Big Data,skill__Strategy,skill__Customer Analysis,skill__Business Analysis,skill__Finance,skill__User Experience,skill__Network Architecture,skill__Reinforcement Learning,skill__DevOps,skill__Network Security,skill__Cloud Computing,skill__Computer Programming,skill__Leadership and Management,skill__Computer Programming Tools,skill__Sales,skill__Communication,skill__Marketing,skill__Critical Thinking,skill__Human Resources,skill__Data Management,skill__Organizational Development,skill__Data Visualization,skill__Human Learning,skill__Data Analysis,has_rep
Data Literacy,"{"" General Statistics"","" Data Analysis"","" Probability & Statistics"","" Statistical Analysis"","" Research and Design"","" Statistical Tests"","" Basic Descriptive Statistics"","" Regression"","" Data Visualization"","" Exploratory Data Analysis""}",4.6,206.0,Beginner , 3 - 6 Months,"['General Statistics', 'Data Analysis', 'Probability & Statistics', 'Statistical Analysis', 'Research and Design', 'Statistical Tests', 'Basic Descriptive Statistics', 'Regression', 'Data Visualization', 'Exploratory Data Analysis']","['Data Analysis', 'Data Visualization']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True
Building AI Powered Chatbots Without Programming,"{"" Cloud Computing"","" Computer Programming"","" IBM Cloud"","" Machine Learning""}",4.8,2500.0,Beginner , 1 - 3 Months,"['Cloud Computing', 'Computer Programming', 'IBM Cloud', 'Machine Learning']","['Cloud Computing', 'Computer Programming']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,True
From Data to Insights with Google Cloud,"{"" Google Cloud Platform"","" Cloud Computing"","" SQL"","" Databases"","" Data Analysis"","" Big Data"","" Cloud Platforms"","" Data Management"","" Exploratory Data Analysis"","" Cloud Storage"","" Data Analysis Software"","" Machine Learning"","" Applied Machine Learning"","" Human Learning"","" Data Visualization"","" Machine Learning Algorithms"","" Machine Learning Software"","" Database Theory""}",4.6,4600.0,Beginner , 3 - 6 Months,"['Google Cloud Platform', 'Cloud Computing', 'SQL', 'Databases', 'Data Analysis', 'Big Data', 'Cloud Platforms', 'Data Management', 'Exploratory Data Analysis', 'Cloud Storage', 'Data Analysis Software', 'Machine Learning', 'Applied Machine Learning', 'Human Learning', 'Data Visualization', 'Machine Learning Algorithms', 'Machine Learning Software', 'Database Theory']","['Cloud Computing', 'Data Analysis', 'Big Data', 'Data Management', 'Human Learning', 'Data Visualization']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,True
Patient Safety,"{"" Communication"","" Problem Solving"","" Planning""}",4.8,1600.0,Beginner , 3 - 6 Months,"['Communication', 'Problem Solving', 'Planning']",['Communication'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
Microeconomics Principles,"{"" Behavioral Economics"","" Decision Making"","" Market Research"","" Market Analysis"","" Strategy"","" Problem Solving"","" Cost Accounting"","" Data Analysis"","" Strategy and Operations""}",4.8,2900.0,Beginner , 1 - 3 Months,"['Behavioral Economics', 'Decision Making', 'Market Research', 'Market Analysis', 'Strategy', 'Problem Solving', 'Cost Accounting', 'Data Analysis', 'Strategy and Operations']","['Strategy', 'Data Analysis']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
Introducción a la programación en Python I: Aprendiendo a programar con Python,"{"" Computational Logic"","" Computer Programming"","" Programming Principles"","" Python Programming"","" Algorithms"","" Data Analysis"","" Computer Programming Tools"","" Computational Thinking"","" System Programming"","" Problem Solving""}",4.4,4200.0,Beginner , 1 - 3 Months,"['Computational Logic', 'Computer Programming', 'Programming Principles', 'Python Programming', 'Algorithms', 'Data Analysis', 'Computer Programming Tools', 'Computational Thinking', 'System Programming', 'Problem Solving']","['Computer Programming', 'Data Analysis', 'Computer Programming Tools']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,True
Introduction to Google SEO,"{"" Critical Thinking"","" Digital Marketing"","" Marketing"","" Search Engine Optimization"","" Social Media"","" User Experience"","" User Research"","" Web Development Tools"","" Algorithms"","" Customer Analysis"","" Media Strategy & Planning"","" Strategy""}",4.6,9700.0,Beginner , 1 - 4 Weeks,"['Critical Thinking', 'Digital Marketing', 'Marketing', 'Search Engine Optimization', 'Social Media', 'User Experience', 'User Research', 'Web Development Tools', 'Algorithms', 'Customer Analysis', 'Media Strategy & Planning', 'Strategy']","['Critical Thinking', 'Marketing', 'User Experience', 'Customer Analysis', 'Strategy']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,True
Diversity and Inclusion in Education,"{"" Leadership and Management""}",4.8,178.0,Intermediate , 1 - 4 Weeks,['Leadership and Management'],['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Microsoft Power Platform Fundamentals,"{"" Business Analysis"","" Business Intelligence"","" Cloud Applications"","" Interactive Data Visualization"","" Application Development"","" Business Development"","" Data Model"","" Design and Product"","" Power BI"","" Software As A Service"","" User Experience Design"","" Data Analysis""}",4.2,101.0,Beginner , 1 - 3 Months,"['Business Analysis', 'Business Intelligence', 'Cloud Applications', 'Interactive Data Visualization', 'Application Development', 'Business Development', 'Data Model', 'Design and Product', 'Power BI', 'Software As A Service', 'User Experience Design', 'Data Analysis']","['Business Analysis', 'Data Analysis']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
Introduction to Technical Support,"{"" Customer Success"","" Strategy and Operations"","" Communication"","" Customer Support"","" Information Technology""}",4.8,598.0,Beginner , 1 - 3 Months,"['Customer Success', 'Strategy and Operations', 'Communication', 'Customer Support', 'Information Technology']",['Communication'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
Trading Strategies in Emerging Markets,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Securities Trading"","" Accounting"","" Algorithms"","" Strategy"","" Financial Accounting"","" Market Analysis"","" Business Analysis"","" Statistical Analysis"","" Strategy and Operations"","" Account Management"","" Accounts Payable and Receivable"","" General Accounting"","" Market Research"","" Performance Management"","" Cash Management"","" Correlation And Dependence"","" Critical Thinking""}",4.2,2600.0,Beginner , 3 - 6 Months,"['Finance', 'Investment Management', 'Financial Analysis', 'Securities Trading', 'Accounting', 'Algorithms', 'Strategy', 'Financial Accounting', 'Market Analysis', 'Business Analysis', 'Statistical Analysis', 'Strategy and Operations', 'Account Management', 'Accounts Payable and Receivable', 'General Accounting', 'Market Research', 'Performance Management', 'Cash Management', 'Correlation And Dependence', 'Critical Thinking']","['Finance', 'Strategy', 'Business Analysis', 'Critical Thinking']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
Deep Neural Networks with PyTorch,"{"" Human Learning"","" Machine Learning"","" Deep Learning"","" Python Programming"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Algorithms"","" Regression"","" Statistical Machine Learning""}",4.4,1500.0,Intermediate , 1 - 3 Months,"['Human Learning', 'Machine Learning', 'Deep Learning', 'Python Programming', 'Artificial Neural Networks', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Algorithms', 'Regression', 'Statistical Machine Learning']",['Human Learning'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True
Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版,"{"" Google Cloud Platform"","" Data Management"","" Databases"","" Big Data"","" Computer Networking"","" Cloud Computing"","" SQL"","" Machine Learning"","" Cloud Platforms"","" Data Warehousing"","" Cloud Storage"","" Machine Learning Software"","" Data Analysis Software"","" Tensorflow""}",4.4,295.0,Intermediate , 3 - 6 Months,"['Google Cloud Platform', 'Data Management', 'Databases', 'Big Data', 'Computer Networking', 'Cloud Computing', 'SQL', 'Machine Learning', 'Cloud Platforms', 'Data Warehousing', 'Cloud Storage', 'Machine Learning Software', 'Data Analysis Software', 'Tensorflow']","['Data Management', 'Big Data', 'Cloud Computing']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
"Data Engineering, Big Data and ML on Google Cloud 日本語版","{"" Google Cloud Platform"","" Computer Networking"","" Data Management"","" Databases"","" Big Data"","" Cloud Computing"","" SQL"","" Cloud Platforms"","" Machine Learning"","" Cloud Storage"","" Data Warehousing"","" Machine Learning Software"","" Data Analysis Software"","" Tensorflow""}",4.4,288.0,Intermediate , 3 - 6 Months,"['Google Cloud Platform', 'Computer Networking', 'Data Management', 'Databases', 'Big Data', 'Cloud Computing', 'SQL', 'Cloud Platforms', 'Machine Learning', 'Cloud Storage', 'Data Warehousing', 'Machine Learning Software', 'Data Analysis Software', 'Tensorflow']","['Data Management', 'Big Data', 'Cloud Computing']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
Executive Data Science,"{"" Data Analysis"","" Exploratory Data Analysis"","" Probability & Statistics"","" Data Management"","" Critical Thinking"","" General Statistics"","" Leadership and Management"","" Data Model"","" Decision Making"","" Experiment"","" Statistical Analysis"","" Data Analysis Software"","" Machine Learning"","" Correlation And Dependence"","" Machine Learning Algorithms"","" Statistical Tests"","" Strategy and Operations"","" Human Resources"","" Talent Management"","" Communication"","" Human Learning"","" Organizational Development"","" People Management""}",4.5,10800.0,Beginner , 1 - 3 Months,"['Data Analysis', 'Exploratory Data Analysis', 'Probability & Statistics', 'Data Management', 'Critical Thinking', 'General Statistics', 'Leadership and Management', 'Data Model', 'Decision Making', 'Experiment', 'Statistical Analysis', 'Data Analysis Software', 'Machine Learning', 'Correlation And Dependence', 'Machine Learning Algorithms', 'Statistical Tests', 'Strategy and Operations', 'Human Resources', 'Talent Management', 'Communication', 'Human Learning', 'Organizational Development', 'People Management']","['Data Analysis', 'Data Management', 'Critical Thinking', 'Leadership and Management', 'Human Resources', 'Communication', 'Human Learning', 'Organizational Development']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,True
Social Work Practice: Advocating Social Justice and Change,"{"" Communication""}",4.8,347.0,Beginner , 1 - 4 Weeks,['Communication'],['Communication'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
Accounting: Principles of Financial Accounting,"{"" Accounting"","" Financial Accounting"","" Finance""}",4.8,2900.0,Beginner , 1 - 4 Weeks,"['Accounting', 'Financial Accounting', 'Finance']",['Finance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Sales Training for High Performing Teams,"{"" Sales"","" Strategy"","" Customer Relationship Management"","" Marketing"","" Communication"","" Leadership and Management"","" B2B Sales"","" Inside Sales"","" Prospecting and Qualification"","" Sales Systems"","" People Analysis"","" Negotiation"","" Strategy and Operations"","" Business Communication"","" Decision Making"","" Market Research"","" Business Process Management""}",4.7,956.0,Beginner , 1 - 3 Months,"['Sales', 'Strategy', 'Customer Relationship Management', 'Marketing', 'Communication', 'Leadership and Management', 'B2B Sales', 'Inside Sales', 'Prospecting and Qualification', 'Sales Systems', 'People Analysis', 'Negotiation', 'Strategy and Operations', 'Business Communication', 'Decision Making', 'Market Research', 'Business Process Management']","['Sales', 'Strategy', 'Marketing', 'Communication', 'Leadership and Management']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,True
Natural Language Processing with Sequence Models,"{"" Artificial Neural Networks"","" Deep Learning"","" Machine Learning"","" Natural Language Processing"","" Statistical Programming"","" Python Programming""}",4.5,1100.0,Intermediate , 1 - 4 Weeks,"['Artificial Neural Networks', 'Deep Learning', 'Machine Learning', 'Natural Language Processing', 'Statistical Programming', 'Python Programming']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Google IT Support (Deutsch),"{"" Computer Networking"","" Network Architecture"","" Network Model"","" Networking Hardware"","" Network Security"","" Operating Systems"","" System Security"","" Security Engineering"","" Theoretical Computer Science"","" Software Security"","" Communication"","" Computer Architecture"","" Strategy and Operations"","" Cloud Computing"","" Linux""}",4.7,187.0,Beginner , 3 - 6 Months,"['Computer Networking', 'Network Architecture', 'Network Model', 'Networking Hardware', 'Network Security', 'Operating Systems', 'System Security', 'Security Engineering', 'Theoretical Computer Science', 'Software Security', 'Communication', 'Computer Architecture', 'Strategy and Operations', 'Cloud Computing', 'Linux']","['Network Architecture', 'Network Security', 'Communication', 'Cloud Computing']",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
Effective Programming in Scala,"{"" Computer Programming"","" Scala Programming"","" Software Testing""}",4.7,148.0,Intermediate , 1 - 3 Months,"['Computer Programming', 'Scala Programming', 'Software Testing']",['Computer Programming'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
Administración de Empresas,"{"" Strategy"","" Leadership and Management"","" Marketing"","" Organizational Development"","" Planning"","" Econometrics"","" Negotiation"","" Strategy and Operations"","" Business Communication"","" Communication"","" Decision Making"","" Probability & Statistics"","" Process Analysis"","" Adaptability"","" Business Intelligence"","" Collaboration"","" Persona Research"","" Probability Distribution"","" Accounting"","" Calculus"","" Change Management"","" Human Resources"","" Innovation"","" Marketing Management"","" Project Management"","" Account Management"","" General Statistics"","" Marketing Design"","" Behavioral Economics"","" Business Process Management"","" Customer Analysis"","" Finance"","" User Experience Design"","" Business"","" Professional Development""}",4.8,1600.0,Beginner , 3 - 6 Months,"['Strategy', 'Leadership and Management', 'Marketing', 'Organizational Development', 'Planning', 'Econometrics', 'Negotiation', 'Strategy and Operations', 'Business Communication', 'Communication', 'Decision Making', 'Probability & Statistics', 'Process Analysis', 'Adaptability', 'Business Intelligence', 'Collaboration', 'Persona Research', 'Probability Distribution', 'Accounting', 'Calculus', 'Change Management', 'Human Resources', 'Innovation', 'Marketing Management', 'Project Management', 'Account Management', 'General Statistics', 'Marketing Design', 'Behavioral Economics', 'Business Process Management', 'Customer Analysis', 'Finance', 'User Experience Design', 'Business', 'Professional Development']","['Strategy', 'Leadership and Management', 'Marketing', 'Organizational Development', 'Communication', 'Human Resources', 'Customer Analysis', 'Finance']",0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,True
Getting Started with AI using IBM Watson,"{"" Cloud Computing"","" Human Computer Interaction"","" Human Learning"","" IBM Cloud"","" Machine Learning"","" Natural Language Processing"","" Artificial Neural Networks"","" Deep Learning"","" Machine Learning Algorithms"","" Cloud API""}",4.5,2800.0,Beginner , 1 - 4 Weeks,"['Cloud Computing', 'Human Computer Interaction', 'Human Learning', 'IBM Cloud', 'Machine Learning', 'Natural Language Processing', 'Artificial Neural Networks', 'Deep Learning', 'Machine Learning Algorithms', 'Cloud API']","['Cloud Computing', 'Human Learning']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True
"FinTech: Foundations, Payments, and Regulations","{"" FinTech"","" Finance"","" Behavioral Economics"","" BlockChain"","" Financial Analysis"","" Financial Management"","" Market Research"","" Payments"","" Risk Management"","" Cash Management""}",4.6,2300.0,Beginner , 1 - 4 Weeks,"['FinTech', 'Finance', 'Behavioral Economics', 'BlockChain', 'Financial Analysis', 'Financial Management', 'Market Research', 'Payments', 'Risk Management', 'Cash Management']",['Finance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Data Visualization & Dashboarding with R,"{"" Data Visualization"","" R Programming"","" Statistical Programming"","" Data Analysis"","" Data Visualization Software"","" Computer Programming"","" Data Structures"","" Exploratory Data Analysis"","" Programming Principles"","" Statistical Visualization""}",4.8,354.0,Beginner , 3 - 6 Months,"['Data Visualization', 'R Programming', 'Statistical Programming', 'Data Analysis', 'Data Visualization Software', 'Computer Programming', 'Data Structures', 'Exploratory Data Analysis', 'Programming Principles', 'Statistical Visualization']","['Data Visualization', 'Data Analysis', 'Computer Programming']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,True
Mindfulness and Well-being,"{"" Emotional Intelligence""}",4.8,973.0,Beginner , 3 - 6 Months,['Emotional Intelligence'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Marketing with TikTok,"{"" Marketing"","" Social Media"","" Digital Marketing"","" Media Strategy & Planning"","" Advertising Sales"","" Media Production"","" E-Commerce"","" Sales"","" Strategy"","" Market Analysis""}",4.7,91.0,Beginner , 1 - 3 Months,"['Marketing', 'Social Media', 'Digital Marketing', 'Media Strategy & Planning', 'Advertising Sales', 'Media Production', 'E-Commerce', 'Sales', 'Strategy', 'Market Analysis']","['Marketing', 'Sales', 'Strategy']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,True
Business Model Innovation,"{"" Business Design"","" Entrepreneurship"","" Strategy"","" Strategy and Operations"","" Innovation"","" Leadership and Management"","" Marketing"","" Business Analysis"","" Research and Design"","" Sales""}",4.8,532.0,Mixed , 1 - 3 Months,"['Business Design', 'Entrepreneurship', 'Strategy', 'Strategy and Operations', 'Innovation', 'Leadership and Management', 'Marketing', 'Business Analysis', 'Research and Design', 'Sales']","['Strategy', 'Leadership and Management', 'Marketing', 'Business Analysis', 'Sales']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,True
Gestion de projet de Google,"{"" Business Analysis"","" Business Development"","" Communication"","" Decision Making"","" Design and Product"","" Entrepreneurship"","" Leadership and Management"","" Planning"","" Strategy"","" Strategy and Operations"","" Data Analysis"","" Business Psychology"","" Conflict Management"","" Emotional Intelligence"","" People Management"","" Resilience"","" C++ Programming"","" Compensation"","" HR Tech"","" Network Security"","" Business Design"","" Employee Relations"","" Scrum (Software Development)""}",4.5,21.0,Beginner , 3 - 6 Months,"['Business Analysis', 'Business Development', 'Communication', 'Decision Making', 'Design and Product', 'Entrepreneurship', 'Leadership and Management', 'Planning', 'Strategy', 'Strategy and Operations', 'Data Analysis', 'Business Psychology', 'Conflict Management', 'Emotional Intelligence', 'People Management', 'Resilience', 'C++ Programming', 'Compensation', 'HR Tech', 'Network Security', 'Business Design', 'Employee Relations', 'Scrum (Software Development)']","['Business Analysis', 'Communication', 'Leadership and Management', 'Strategy', 'Data Analysis', 'Network Security']",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,True
Introduction to Hardware and Operating Systems,"{"" Operating Systems"","" Computer Networking"","" IBM Cloud""}",4.8,877.0,Beginner , 1 - 3 Months,"['Operating Systems', 'Computer Networking', 'IBM Cloud']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Data Science Math Skills,"{"" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Problem Solving"","" Statistical Analysis"","" Applied Mathematics"","" Calculus"","" Critical Thinking""}",4.5,11400.0,Beginner , 1 - 3 Months,"['Data Analysis', 'General Statistics', 'Probability & Statistics', 'Problem Solving', 'Statistical Analysis', 'Applied Mathematics', 'Calculus', 'Critical Thinking']","['Data Analysis', 'Critical Thinking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True
Biology Meets Programming: Bioinformatics for Beginners,"{"" Bioinformatics"","" Computational Thinking"","" Problem Solving"","" Biostatistics"","" Computational Logic"","" Critical Thinking""}",4.2,1500.0,Beginner , 1 - 4 Weeks,"['Bioinformatics', 'Computational Thinking', 'Problem Solving', 'Biostatistics', 'Computational Logic', 'Critical Thinking']",['Critical Thinking'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
The Arts and Science of Relationships: Understanding Human Needs,"{"" Emotional Intelligence"","" Communication""}",4.5,1600.0,Beginner , 1 - 3 Months,"['Emotional Intelligence', 'Communication']",['Communication'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
Introduction to Operations Management,"{"" Leadership and Management"","" Operations Management""}",4.4,2600.0,Beginner , 1 - 4 Weeks,"['Leadership and Management', 'Operations Management']",['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
Akamai Customer Consulting and Support,"{"" Computer Security Incident Management"","" Mobile Security"","" Network Architecture"","" Network Security"","" Operations Management"","" Risk Management""}",4.9,27.0,Beginner , 3 - 6 Months,"['Computer Security Incident Management', 'Mobile Security', 'Network Architecture', 'Network Security', 'Operations Management', 'Risk Management']","['Network Architecture', 'Network Security']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Akamai Network Engineering,"{"" Computer Security Incident Management"","" Mobile Security"","" Network Architecture"","" Network Security"","" Operations Management"","" Risk Management""}",4.9,27.0,Beginner , 3 - 6 Months,"['Computer Security Incident Management', 'Mobile Security', 'Network Architecture', 'Network Security', 'Operations Management', 'Risk Management']","['Network Architecture', 'Network Security']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Introduction to Scripting in Python,"{"" Computer Programming"","" Programming Principles"","" Python Programming"","" Computer Programming Tools"","" Computational Logic"","" Data Analysis"","" Computational Thinking"","" Mathematics"","" Algorithms"","" Critical Thinking"","" Data Structures"","" Mathematical Theory & Analysis"","" Problem Solving"","" Algebra"","" Data Visualization""}",4.7,4200.0,Beginner , 3 - 6 Months,"['Computer Programming', 'Programming Principles', 'Python Programming', 'Computer Programming Tools', 'Computational Logic', 'Data Analysis', 'Computational Thinking', 'Mathematics', 'Algorithms', 'Critical Thinking', 'Data Structures', 'Mathematical Theory & Analysis', 'Problem Solving', 'Algebra', 'Data Visualization']","['Computer Programming', 'Computer Programming Tools', 'Data Analysis', 'Critical Thinking', 'Data Visualization']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,True
Computational Neuroscience,"{"" Mathematics"","" Computer Programming"","" Mathematical Theory & Analysis"","" Probability & Statistics"","" Python Programming"","" Computational Logic"","" Data Analysis"","" Artificial Neural Networks"","" Linear Algebra"","" Machine Learning"","" Human Learning""}",4.6,1000.0,Beginner , 1 - 3 Months,"['Mathematics', 'Computer Programming', 'Mathematical Theory & Analysis', 'Probability & Statistics', 'Python Programming', 'Computational Logic', 'Data Analysis', 'Artificial Neural Networks', 'Linear Algebra', 'Machine Learning', 'Human Learning']","['Computer Programming', 'Data Analysis', 'Human Learning']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,True
Introduction to Systems Engineering,"{"" Systems Design"","" Leadership and Management""}",4.7,737.0,Mixed , 1 - 3 Months,"['Systems Design', 'Leadership and Management']",['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
"Creativity, Innovation and Transformation","{"" Creativity"","" Critical Thinking"","" Leadership and Management""}",4.5,640.0,Mixed , 1 - 4 Weeks,"['Creativity', 'Critical Thinking', 'Leadership and Management']","['Critical Thinking', 'Leadership and Management']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
Developing AI Applications with Python and Flask,"{"" Application Development"","" Computer Programming"","" Python Programming""}",4.4,515.0,Intermediate , 1 - 4 Weeks,"['Application Development', 'Computer Programming', 'Python Programming']",['Computer Programming'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
"Python Project: pillow, tesseract, and opencv","{"" Computer Programming"","" Python Programming""}",4.0,1900.0,Intermediate , 1 - 4 Weeks,"['Computer Programming', 'Python Programming']",['Computer Programming'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
Android App Development,"{"" Mobile Development"","" Android Development"","" Computer Programming"","" Java Programming"","" Programming Principles"","" Application Development"","" Mobile Development Tools"","" Computer Programming Tools"","" Software Engineering"","" Data Structures"","" Problem Solving""}",4.5,3600.0,Beginner , 3 - 6 Months,"['Mobile Development', 'Android Development', 'Computer Programming', 'Java Programming', 'Programming Principles', 'Application Development', 'Mobile Development Tools', 'Computer Programming Tools', 'Software Engineering', 'Data Structures', 'Problem Solving']","['Computer Programming', 'Computer Programming Tools']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True
Inspiring and Motivating Individuals,"{"" Human Resources"","" Communication"","" Leadership Development"","" Leadership and Management""}",4.8,5400.0,Beginner , 1 - 4 Weeks,"['Human Resources', 'Communication', 'Leadership Development', 'Leadership and Management']","['Human Resources', 'Communication', 'Leadership and Management']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,True
Weight Management: Beyond Balancing Calories,"{"" Leadership and Management""}",4.7,1100.0,Beginner , 1 - 3 Months,['Leadership and Management'],['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
"Spark, Hadoop, and Snowflake for Data Engineering","{"" Big Data"","" Data Warehousing"","" Python Programming""}",4.677240684793555,7827.922457200403,Advanced , 1 - 4 Weeks,"['Big Data', 'Data Warehousing', 'Python Programming']",['Big Data'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Diseño Instruccional: Aprendizaje activo y Pedagogía digital,"{"" Innovation"","" Critical Thinking"","" Planning""}",4.7,972.0,Beginner , 3 - 6 Months,"['Innovation', 'Critical Thinking', 'Planning']",['Critical Thinking'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
Financial Technology (Fintech) Innovations,"{"" FinTech"","" Finance"","" BlockChain"","" Decision Making"","" Risk Management"","" Financial Analysis"","" Investment Management"","" Leadership and Management"","" Critical Thinking"","" Data Analysis"","" Innovation"","" Machine Learning"","" Algorithms"","" Entrepreneurship"","" Strategy"","" Cryptography"","" Data Mining"","" Payments"","" Strategy and Operations"","" Cyberattacks"","" Network Security"","" Probability & Statistics"","" Statistical Machine Learning"","" Computer Programming""}",4.7,2400.0,Beginner , 3 - 6 Months,"['FinTech', 'Finance', 'BlockChain', 'Decision Making', 'Risk Management', 'Financial Analysis', 'Investment Management', 'Leadership and Management', 'Critical Thinking', 'Data Analysis', 'Innovation', 'Machine Learning', 'Algorithms', 'Entrepreneurship', 'Strategy', 'Cryptography', 'Data Mining', 'Payments', 'Strategy and Operations', 'Cyberattacks', 'Network Security', 'Probability & Statistics', 'Statistical Machine Learning', 'Computer Programming']","['Finance', 'Leadership and Management', 'Critical Thinking', 'Data Analysis', 'Strategy', 'Network Security', 'Computer Programming']",0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,True
